DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
55441	Homo sapiens	GSM1666209	H3K27ac	GM12878	B Lymphocyte	Blood	39.0	0.7877	0.568	35.0	0.0019485	0.488372093023
55457	Homo sapiens	GSM1670864	H3K27ac	HeLa	Epithelium	Cervix	35.0	0.8606	0.976	762.0	0.0821657015384	0.9428
55458	Homo sapiens	GSM1670865	H3K27ac	HeLa	Epithelium	Cervix	35.0	0.866	0.975	6377.0	0.20921575	0.9734
55459	Homo sapiens	GSM1670866	H3K27ac	HeLa	Epithelium	Cervix	35.0	0.8534	0.985	6.0	0.00435672809049	0.911602209945
55460	Homo sapiens	GSM1670867	H3K27ac	HeLa	Epithelium	Cervix	35.0	0.8512	0.983	6664.0	0.2146455	0.9756
55461	Homo sapiens	GSM1670868	H3K27ac	HeLa	Epithelium	Cervix	33.0	0.7957	0.885	7400.0	0.22498400000000002	0.9744
55462	Homo sapiens	GSM1670869	H3K27ac	HeLa	Epithelium	Cervix	34.0	0.7816	0.872	6009.0	0.1932185	0.9684
55463	Homo sapiens	GSM1670870	H3K27ac	HeLa	Epithelium	Cervix	34.0	0.8038	0.907	7917.0	0.24685300000000002	0.9744
55464	Homo sapiens	GSM1670871	H3K27ac	HeLa	Epithelium	Cervix	34.0	0.7816	0.938	7180.0	0.20761849999999998	0.9752
55478	Homo sapiens	GSM1680589	H3K27me3	None	None	Liver	37.0	0.564	0.985	20.0	0.0022870922436	0.510204081633
55479	Homo sapiens	GSM1680590	H3K27me3	HCC cell line	hepatocellular carcinoma cell	None	37.0	0.1168	0.9420000000000001	87.0	0.005043051646439999	0.462962962963
55480	Homo sapiens	GSM1680591	H3K27me3	HCC cell line	hepatocellular carcinoma cell	None	37.0	0.4363	0.9890000000000001	81.0	0.00218675	0.46629213483099996
55481	Homo sapiens	GSM1681920	H3K27ac	None	Macrophage	None	39.0	0.887	0.951	179.0	0.055305999999999994	0.937
55483	Homo sapiens	GSM1681922	H3K27ac	None	Macrophage	None	39.0	0.8782	0.882	107.0	0.02538575	0.9098
55485	Homo sapiens	GSM1681924	H3K27ac	None	Macrophage	None	38.0	0.9065	0.978	674.0	0.1257845	0.965
55498	Homo sapiens	GSM1695185	H3K36me3	None	None	Kidney	38.0	0.9014	0.953	43.0	0.016309	0.2908
55499	Homo sapiens	GSM1695186	H3K36me3	None	None	Kidney	38.0	0.9009999999999999	0.958	48.0	0.00721425	0.284820031299
55500	Homo sapiens	GSM1695187	H3K36me3	None	None	Kidney	38.0	0.9016	0.9670000000000001	85.0	0.00339475	0.290790427846
55501	Homo sapiens	GSM1695188	H3K36me3	None	None	Kidney	39.0	0.8117	0.982	133.0	0.00276975	0.455657492355
55502	Homo sapiens	GSM1695189	H3K36me3	None	None	Kidney	39.0	0.8333	0.977	135.0	0.00246725	0.49109414758299996
55503	Homo sapiens	GSM1695190	H3K36me3	None	None	Kidney	38.0	0.8491	0.983	169.0	0.00410775	0.449864498645
55504	Homo sapiens	GSM1695191	H3K36me3	None	None	Kidney	38.0	0.8941	0.96	66.0	0.0070585	0.315659243549
55505	Homo sapiens	GSM1695192	H3K36me3	None	None	Kidney	38.0	0.8888	0.96	79.0	0.00998925	0.270498915401
55506	Homo sapiens	GSM1695193	H3K36me3	None	None	Kidney	38.0	0.8947	0.9790000000000001	40.0	0.001219	0.33898305084700003
55507	Homo sapiens	GSM1695194	H3K36me3	None	None	Kidney	39.0	0.8387	0.983	94.0	0.00254725	0.444444444444
55508	Homo sapiens	GSM1695195	H3K36me3	None	None	Kidney	38.0	0.8082	0.98	125.0	0.00205725	0.469026548673
55509	Homo sapiens	GSM1695196	H3K36me3	None	None	Kidney	38.0	0.831	0.98	151.0	0.0028045	0.488826815642
55544	Homo sapiens	GSM1701808	H3K4me3	None	Thymocyte	None	36.0	0.8405	0.91	11336.0	0.761781	0.9796
55545	Homo sapiens	GSM1701809	H3K4me3	None	Thymocyte	None	36.0	0.8326	0.885	6293.0	0.63545175	0.9782
55551	Homo sapiens	GSM1703895	H3K27ac	None	B Lymphocyte	None	34.0	0.8671	0.677	3527.0	0.54862675	0.9540000000000001
55556	Homo sapiens	GSM1703901	H3K27ac	GRANTA-519	B Lymphocyte	None	34.0		0.823	1566.0	0.3175	0.9722
55558	Homo sapiens	GSM1703903	H3K27ac	None	B Lymphocyte	None	34.0		0.799	1009.0	0.32772675	0.9652
55560	Homo sapiens	GSM1703905	H3K27ac	None	B Lymphocyte	None	38.0	0.845	0.976	1857.0	0.31332075	0.955
55562	Homo sapiens	GSM1703907	H3K27ac	None	B Lymphocyte	None	38.0	0.8374	0.9840000000000001	2088.0	0.2915115	0.9542
55564	Homo sapiens	GSM1703909	H3K27ac	KARPAS-422	B Lymphocyte	None	34.0	0.8726	0.84	1026.0	0.3397245	0.927
55567	Homo sapiens	GSM1703912	H3K27ac	None	B Lymphocyte	None	34.0	0.9129999999999999	0.7040000000000001	62.0	0.530611661638	0.948960302457
55569	Homo sapiens	GSM1703914	H3K27ac	None	B Lymphocyte	None	34.0	0.7227	0.5589999999999999	1918.0	0.5424355	0.9578
55573	Homo sapiens	GSM1703918	H3K27ac	None	B Lymphocyte	None	34.0	0.8786	0.578	4437.0	0.68676875	0.961
55578	Homo sapiens	GSM1703923	H3K27ac	Pfeiffer	B Lymphocyte	Lymph Node	38.0	0.8436	0.893	100.0	0.11249749999999999	0.817985766659
55580	Homo sapiens	GSM1703925	H3K27ac	None	B Lymphocyte	None	34.0	0.8379	0.907	3396.0	0.28680575	0.9668
55582	Homo sapiens	GSM1703927	H3K27ac	None	B Lymphocyte	None	37.0	0.8282	0.966	1148.0	0.26824349999999997	0.9492
55586	Homo sapiens	GSM1703931	H3K27ac	Toledo	B Lymphocyte	Blood	38.0	0.8705	0.892	770.0	0.3379115	0.9266
55649	Homo sapiens	GSM1727079	H2Bub	HCT-116	None	Colon	39.0	0.882	0.997	34.0	0.00113225	0.541984732824
55650	Homo sapiens	GSM1727080	H2Bub	HCT-116	None	Colon	38.0	0.8671	0.998	44.0	0.00187975	0.593406593407
55651	Homo sapiens	GSM1727081	H2Bub	HCT-116	None	Colon	38.0	0.8852	0.998	27.0	0.0009185	0.49753694581299995
55652	Homo sapiens	GSM1727082	H2Bub	HCT-116	None	Colon	39.0	0.8858	0.997	22.0	0.00067075	0.491666666667
55731	Homo sapiens	GSM1782704	H3K27ac	K562	Erythroblast	Bone Marrow	37.0	0.8513	0.836	2451.0	0.260266	0.9640000000000001
55732	Homo sapiens	GSM1782705	H3K36me3	K562	Erythroblast	Bone Marrow	37.0	0.8888	0.9940000000000001	32.0	0.00357325	0.262350936968
55733	Homo sapiens	GSM1782706	H3K4me1	K562	Erythroblast	Bone Marrow	37.0	0.8855	0.9890000000000001	61.0	0.13000825	0.8502
55734	Homo sapiens	GSM1782707	H3K4me1	K562	Erythroblast	Bone Marrow	37.0	0.8972	0.995	64.0	0.1027645	0.8192
55742	Homo sapiens	GSM1782738	H3K27ac	K562	Erythroblast	Bone Marrow	39.0	0.8718	0.972	324.0	0.05385	0.9348
55743	Homo sapiens	GSM1782739	H3K27me3	K562	Erythroblast	Bone Marrow	39.0	0.8675	0.997	39.0	0.0032329999999999998	0.5853658536590001
55744	Homo sapiens	GSM1782740	H3K27me3	K562	Erythroblast	Bone Marrow	39.0	0.8672	0.995	41.0	0.00302	0.600896860987
55745	Homo sapiens	GSM1782741	H3K4me3	K562	Erythroblast	Bone Marrow	38.0	0.8689	0.988	4380.0	0.304161	0.9682
55746	Homo sapiens	GSM1782742	H3K4me3	K562	Erythroblast	Bone Marrow	39.0	0.8876	0.985	3013.0	0.31530025	0.9636
55749	Homo sapiens	GSM1782766	H3K4me3	None	None	Blood	38.0	0.7722	0.7959999999999999	3185.0	0.192468	0.9702
55768	Homo sapiens	GSM1816978	H3K27ac	ALL-SIL	T Lymphocyte	Blood	37.0	0.7347	0.991	4120.0	0.28315300000000004	0.971
55820	Homo sapiens	GSM1820925	H3K27me3	TC-797	None	None	39.0	0.8898	0.9940000000000001	31.0	0.00407525	0.7214043035109999
55829	Homo sapiens	GSM1820934	H3K9ac	TC-797	None	None	39.0	0.8692	0.991	850.0	0.0445095	0.9282
55830	Homo sapiens	GSM1820935	H3K9ac	TC-797	None	None	39.0	0.8732	0.991	1020.0	0.05318	0.9286
55831	Homo sapiens	GSM1820936	H3K14ac	TC-797	None	None	39.0	0.8769	0.991	60.0	0.00205	0.539877300613
55832	Homo sapiens	GSM1820937	H3K14ac	TC-797	None	None	39.0	0.8833	0.992	58.0	0.002203	0.5128205128209999
55833	Homo sapiens	GSM1820938	H3K27ac	TC-797	None	None	39.0	0.8938	0.961	1866.0	0.232971	0.8584
55834	Homo sapiens	GSM1820939	H3K27ac	TC-797	None	None	39.0	0.8849	0.968	1066.0	0.19095975	0.8512
55835	Homo sapiens	GSM1820940	H3K36me3	TC-797	None	None	39.0	0.815	0.9940000000000001	102.0	0.00519975	0.477430555556
55836	Homo sapiens	GSM1820941	H3K36me3	TC-797	None	None	39.0	0.8029	0.9940000000000001	84.0	0.0044225	0.473087818697
55849	Homo sapiens	GSM1820954	H3K27ac	1015c	None	None	39.0	0.887	0.9940000000000001	51.0	0.0029925	0.6125
55850	Homo sapiens	GSM1820955	H3K27ac	1015c	None	None	39.0	0.8397	0.95	175.0	0.19510550000000002	0.7682
55853	Homo sapiens	GSM1820958	H3K27ac	TC-797	None	None	39.0	0.915	0.9740000000000001	1578.0	0.26072049999999997	0.9528
55857	Homo sapiens	GSM1820962	H3K27ac	293T-Rex	None	None	39.0	0.9109	0.992	208.0	0.019379499999999997	0.922424242424
55861	Homo sapiens	GSM1820966	H3K27ac	293T-Rex	None	None	39.0	0.9101	0.9890000000000001	969.0	0.085075	0.9584
55865	Homo sapiens	GSM1820970	H3K27ac	293T-Rex	None	None	39.0	0.9116	0.981	585.0	0.11724875	0.9446
55896	Homo sapiens	GSM1825747	H3K4me1	None	Fibroblast	None	39.0	0.9334	0.331	1.0	4.83202038667e-05	0.666666666667
55897	Homo sapiens	GSM1825748	H3K4me2	None	Fibroblast	None	39.0	0.9159	0.716	30.0	0.0860319153813	0.8894
55898	Homo sapiens	GSM1825749	H3K4me2	None	Fibroblast	None	39.0	0.7221	0.857	275.0	0.11081775	0.9558
55899	Homo sapiens	GSM1825750	H3K4me3	None	Fibroblast	None	39.0	0.9127	0.599	358.0	0.1534115	0.9640000000000001
55900	Homo sapiens	GSM1825751	H3K27me3	None	Fibroblast	None	39.0	0.8655	0.774	44.0	0.001531	0.5619047619049999
55904	Homo sapiens	GSM1825755	H3K27me3	None	T Lymphocyte	None	39.0	0.8064	0.69	66.0	0.014511000000000001	0.555148980659
55905	Homo sapiens	GSM1825756	H3K4me1	None	T Lymphocyte	None	39.0	0.9066	0.672	31.0	0.0009105000000000001	0.5337837837839999
55906	Homo sapiens	GSM1825757	H3K4me2	None	T Lymphocyte	None	39.0	0.9059	0.912	1285.0	0.24800149999999999	0.948
55907	Homo sapiens	GSM1825758	H3K4me3	None	T Lymphocyte	None	39.0	0.8591	0.845	3564.0	0.291296	0.9634
55908	Homo sapiens	GSM1825759	H3K36me3	None	T Lymphocyte	None	39.0	0.8873	0.574	12.0	0.00134325	0.583333333333
55910	Homo sapiens	GSM1825761	H3K27me3	None	Intermediate	None	39.0	0.7514	0.738	43.0	0.00140975	0.554347826087
55911	Homo sapiens	GSM1825762	H3K27ac	None	Intermediate	None	39.0	0.8565	0.7120000000000001	641.0	0.15293625	0.7794
55912	Homo sapiens	GSM1825763	H3K4me1	None	Intermediate	None	39.0	0.8674	0.693	17.0	0.00417175	0.5578330893119999
55913	Homo sapiens	GSM1825764	H3K4me2	None	Intermediate	None	39.0	0.8631	0.878	1035.0	0.20971750000000003	0.9484
55914	Homo sapiens	GSM1825765	H3K4me2	None	Intermediate	None	39.0	0.8414	0.986	3701.0	0.306621	0.9656
55915	Homo sapiens	GSM1825766	H3K4me3	None	Intermediate	None	39.0	0.8055	0.735	2222.0	0.26683925	0.9668
55917	Homo sapiens	GSM1825768	H3K36me3	None	Intermediate	None	39.0	0.7953	0.514	18.0	0.000976	0.584905660377
55918	Homo sapiens	GSM1825769	H3K4me2	None	Intermediate	None	39.0	0.8364	0.988	264.0	0.11036225	0.9542
55919	Homo sapiens	GSM1825770	H3K27ac	None	Intermediate	None	39.0	0.7296	0.948	387.0	0.12672075	0.9634
55920	Homo sapiens	GSM1825771	H3K4me1	None	Intermediate	None	39.0	0.6609	0.826	37.0	0.0016875	0.607324516785
55921	Homo sapiens	GSM1825772	H3K4me2	None	Intermediate	None	39.0	0.7056	0.8170000000000001	195.0	0.068159	0.9334
55922	Homo sapiens	GSM1825773	H3K4me3	None	Intermediate	None	39.0	0.631	0.93	822.0	0.1325305	0.9658
55923	Homo sapiens	GSM1825774	H3K27me3	None	Intermediate	None	39.0	0.7466	0.426	48.0	0.0039655	0.602040816327
55924	Homo sapiens	GSM1825775	H3K4me1	None	Intermediate	None	39.0	0.8868	0.33799999999999997	20.0	0.000941	0.558823529412
55925	Homo sapiens	GSM1825776	H3K4me2	None	Intermediate	None	39.0	0.883	0.912	253.0	0.1399585	0.9329999999999999
55926	Homo sapiens	GSM1825777	H3K4me3	None	Intermediate	None	39.0	0.8265	0.7809999999999999	1090.0	0.18892	0.9568
55927	Homo sapiens	GSM1825778	H3K27ac	None	Intermediate	None	39.0	0.8638	0.8240000000000001	213.0	0.03426525	0.8938
55929	Homo sapiens	GSM1825780	H3K36me3	None	Intermediate	None	39.0	0.8625	0.61	12.0	0.0015645	0.6818181818179999
55930	Homo sapiens	GSM1825781	H3K27me3	None	Intermediate	None	39.0	0.772	0.653	46.0	0.00291525	0.5785714285710001
55931	Homo sapiens	GSM1825782	H3K27ac	None	Intermediate	None	39.0	0.8511	0.741	290.0	0.0489435	0.8674
55932	Homo sapiens	GSM1825783	H3K4me1	None	Intermediate	None	39.0	0.8851	0.779	34.0	0.00127375	0.613882863341
55933	Homo sapiens	GSM1825784	H3K4me2	None	Intermediate	None	39.0	0.8771	0.924	545.0	0.18151825	0.9462
55934	Homo sapiens	GSM1825785	H3K4me2	None	Intermediate	None	39.0	0.8164	0.977	1899.0	0.27836925	0.9620000000000001
55935	Homo sapiens	GSM1825786	H3K4me3	None	Intermediate	None	39.0	0.8351	0.765	1030.0	0.193775	0.958
55937	Homo sapiens	GSM1825788	H3K36me3	None	Intermediate	None	39.0	0.8651	0.603	25.0	0.00118075	0.538461538462
55961	Homo sapiens	GSM1833875	H3K27ac	None	Monocyte	Bone Marrow	38.0	0.8606	0.568	1295.0	0.1660485	0.9502
56016	Homo sapiens	GSM1855843	H3K4me3	HCT-116	None	Colon	37.0	0.8115	0.987	7925.0	0.4209945	0.9652
56017	Homo sapiens	GSM1855844	H3K4me3	HCT-116	None	Colon	36.0	0.6935	0.9840000000000001	8610.0	0.48150200000000004	0.9644
56018	Homo sapiens	GSM1855845	H3K4me3	HCT-116	None	Colon	37.0	0.7329	0.996	6808.0	0.12282875	0.9590000000000001
56019	Homo sapiens	GSM1855846	H3K4me3	HCT-116	None	Colon	36.0	0.532	0.9840000000000001	10840.0	0.45580775	0.9702
56130	Homo sapiens	GSM1382416	H2A	MCF-7	Epithelium	Breast	39.0	0.4736	0.996	315.0	0.00758225	0.6606648199449999
56218	Homo sapiens	GSM1513912	H3K4me3	None	Neural Stem Cell	None	38.0	0.8823	0.7809999999999999	1446.0	0.15664875	0.9540000000000001
56219	Homo sapiens	GSM1513913	H3K4me3	None	Neural Stem Cell	None	37.0	0.8631	0.8240000000000001	1978.0	0.22299925	0.961
56220	Homo sapiens	GSM1513914	H3K27me3	None	Neural Stem Cell	None	37.0	0.851	0.8190000000000001	93.0	0.00480075	0.421143847487
56221	Homo sapiens	GSM1513915	H3K27me3	None	Neural Stem Cell	None	37.0	0.8963	0.9420000000000001	83.0	0.0038935000000000003	0.39923954372599996
56225	Homo sapiens	GSM1517087	H3K4me1	HeLa	Epithelium	Cervix	38.0	0.8731	0.9840000000000001	401.0	0.27211025	0.8998
56226	Homo sapiens	GSM1517088	H3K4me1	HeLa	Epithelium	Cervix	38.0	0.8687	0.912	301.0	0.18658975	0.8604
56227	Homo sapiens	GSM1517089	H3K27ac	HeLa	Epithelium	Cervix	37.0	0.8979	0.973	7221.0	0.466797	0.971
56228	Homo sapiens	GSM1517090	H3K27ac	HeLa	Epithelium	Cervix	38.0	0.8879	0.966	7965.0	0.4261725	0.9714
56229	Homo sapiens	GSM1517091	H3K4me3	HeLa	Epithelium	Cervix	37.0	0.8786	0.938	5079.0	0.518361	0.9692
56230	Homo sapiens	GSM1517092	H3K4me3	HeLa	Epithelium	Cervix	37.0	0.8968	0.9420000000000001	7542.0	0.622805	0.9736
56285	Homo sapiens	GSM1546361	H2B	None	Adipocyte	None	38.0	0.8469	0.9420000000000001	49.0	0.0026925	0.47814207650300006
56286	Homo sapiens	GSM1546362	H2B	None	Adipocyte	None	38.0	0.8537	0.948	54.0	0.0028815	0.481578947368
56287	Homo sapiens	GSM1546363	H2B	None	Adipocyte	None	38.0	0.8542	0.976	56.0	0.0028895	0.49629629629600003
56288	Homo sapiens	GSM1546364	H2B	None	Adipocyte	None	38.0	0.8556	0.9640000000000001	53.0	0.00282625	0.510447761194
56289	Homo sapiens	GSM1546365	H2B	None	Adipocyte	None	38.0	0.8536	0.982	64.0	0.0028225000000000004	0.495327102804
56331	Homo sapiens	GSM1576985	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.2755	0.86	1381.0	0.1405065	0.9332
56332	Homo sapiens	GSM1576986	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.1623	0.8009999999999999	802.0	0.07974925	0.8554
56333	Homo sapiens	GSM1576987	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.2003	0.7609999999999999	229.0	0.01593625	0.912351400363
56334	Homo sapiens	GSM1576988	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.184	0.9209999999999999	892.0	0.11093325	0.9348
56335	Homo sapiens	GSM1576989	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.1677	0.845	702.0	0.0725145	0.8936
56336	Homo sapiens	GSM1576990	H3K27ac	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.3599	0.862	1075.0	0.06099400000000001	0.9598
56337	Homo sapiens	GSM1576991	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.6966	0.993	40.0	0.0032134999999999998	0.715843023256
56338	Homo sapiens	GSM1576992	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.6823	0.9940000000000001	31.0	0.00230025	0.689493433396
56339	Homo sapiens	GSM1576993	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.6004	0.988	33.0	0.00168675	0.638383838384
56340	Homo sapiens	GSM1576994	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.7085	0.9940000000000001	209.0	0.0018785	0.628252788104
56341	Homo sapiens	GSM1576995	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.6644	0.992	33.0	0.0022865	0.6548004314989999
56342	Homo sapiens	GSM1576996	H3K27me3	None	Mesenchymal Stem Cell	Umbilical Cord	38.0	0.6203	0.977	43.0	0.0020570000000000002	0.5853658536590001
56344	Homo sapiens	GSM1587892	H3K4me1	MOLM-14	Myeloid Cell	None	39.0	0.9026	0.8340000000000001	32.0	0.00779125	0.6736
56345	Homo sapiens	GSM1587893	H3K27ac	MOLM-14	Myeloid Cell	None	39.0	0.8974	0.937	1174.0	0.11678575	0.9606
56361	Homo sapiens	GSM1587909	H3K27ac	MOLM-14	Myeloid Cell	None	34.0	0.8832	0.992	2550.0	0.274754	0.9666
56363	Homo sapiens	GSM1587911	H3K27ac	MOLM-14	Myeloid Cell	None	37.0	0.9078	0.992	2595.0	0.26625375	0.9606
56365	Homo sapiens	GSM1587913	H3K27ac	MOLM-14	Myeloid Cell	None	35.0	0.875	0.993	2371.0	0.25458825	0.9664
56367	Homo sapiens	GSM1587915	H3K27ac	MOLM-14	Myeloid Cell	None	37.0	0.8985	0.993	1632.0	0.19237200000000002	0.9576
56373	Homo sapiens	GSM1587921	H3K27ac	SET2	Megakaryoblastic	Blood	34.0	0.8915	0.983	78.0	0.06970175	0.8254
56377	Homo sapiens	GSM1587925	H3K27ac	MV4-11	Macrophage	Blood	39.0	0.9129999999999999	0.9840000000000001	5733.0	0.3834195	0.971
56400	Homo sapiens	GSM1602665	H3K27ac	SH-SY5Y	None	Bone Marrow	37.0	0.8554	0.9840000000000001	2732.0	0.21270175	0.9708
56437	Homo sapiens	GSM1635574	H3K27ac	H358	None	Lung	37.0	0.9177	0.991	392.0	0.116377842589	0.948
56438	Homo sapiens	GSM1635575	H3K27ac	H358	None	Lung	37.0	0.9144	0.99	355.0	0.114318924096	0.9414
56439	Homo sapiens	GSM1635576	H3K27ac	H2009	None	Lung	37.0	0.9108	0.992	193.0	0.0931796046957	0.927
56440	Homo sapiens	GSM1635577	H3K27ac	H2009	None	Lung	37.0	0.9093	0.99	186.0	0.09187275151489999	0.9266
56441	Homo sapiens	GSM1635578	H3K27ac	HCC95	Epithelium	Lung	39.0	0.8418	0.987	211.0	0.0961998129352	0.9116
56442	Homo sapiens	GSM1635579	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.9228	0.986	2428.0	0.21368125	0.9694
56443	Homo sapiens	GSM1635580	H3K27ac	Ishikawa	Epithelium	Uterus	37.0	0.9228	0.986	2577.0	0.22509425	0.971
56450	Homo sapiens	GSM1644653	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	39.0	0.8398	0.996	55.0	0.00210225	0.49828178694200004
56451	Homo sapiens	GSM1644654	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.8486	0.9940000000000001	58.0	0.00511175	0.3624
56452	Homo sapiens	GSM1644655	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.5464	0.96	138.0	0.0076295	0.275189599133
56453	Homo sapiens	GSM1644656	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	39.0	0.8499	0.9890000000000001	60.0	0.00325625	0.320226996352
56458	Homo sapiens	GSM1644661	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	39.0	0.8121	0.9940000000000001	69.0	0.00562675	0.3393599335
56459	Homo sapiens	GSM1644662	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.8311	0.9940000000000001	71.0	0.0082295	0.3084
56460	Homo sapiens	GSM1644663	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.716	0.97	120.0	0.0066925	0.310872894334
56461	Homo sapiens	GSM1644664	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	39.0	0.8179	0.985	77.0	0.003611	0.328301886792
56464	Homo sapiens	GSM1644667	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.8388	0.9840000000000001	60.0	0.0057985	0.2808
56468	Homo sapiens	GSM1644671	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.8327	0.973	52.0	0.00168975	0.44125326370800005
56469	Homo sapiens	GSM1644672	H3K9me2	HEK293T	Epithelium	Embryonic Kidney	38.0	0.8708	0.9670000000000001	36.0	0.00067875	0.376
56476	Homo sapiens	GSM1648033	H3K4me1	None	B Lymphocyte	Tonsil	37.0	0.9389	0.985	989.0	0.362538	0.8986
56477	Homo sapiens	GSM1648034	H3K4me3	None	B Lymphocyte	Tonsil	36.0	0.9178	0.988	8604.0	0.418475	0.9716
56479	Homo sapiens	GSM1648036	H3K4me1	None	B Lymphocyte	Tonsil	37.0	0.9425	0.99	559.0	0.35117075	0.9032
56480	Homo sapiens	GSM1648037	H3K4me3	None	B Lymphocyte	Tonsil	35.0	0.9411	0.965	12670.0	0.83650475	0.9702
56499	Homo sapiens	GSM1652918	H3K27ac	K562	Erythroblast	Bone Marrow	36.0	0.9163	0.912	3659.0	0.3912915	0.9656
56501	Homo sapiens	GSM1652920	H3K27ac	MOLM-13	None	None	36.0	0.9392	0.8390000000000001	9535.0	0.5469575	0.9682
56510	Homo sapiens	GSM1653247	H3K4me3	HEK293	Epithelium	Embryonic Kidney	36.0	0.7339	0.7759999999999999	6221.0	0.6264115	0.961
56512	Homo sapiens	GSM1653249	H3K4me3	HEK293	Epithelium	Embryonic Kidney	36.0	0.5543	0.948	274.0	0.1272655	0.8644
56514	Homo sapiens	GSM1653251	H3K4me3	HEK293	Epithelium	Embryonic Kidney	36.0	0.5511	0.943	522.0	0.17546225	0.9216
56529	Homo sapiens	GSM1663107	H3K27ac	HT1080	None	Connective Tissue	37.0	0.727	0.9890000000000001	803.0	0.2534155	0.977
56530	Homo sapiens	GSM1663108	H3K27ac	HT1080	None	Connective Tissue	37.0	0.7248	0.965	1355.0	0.24736599999999997	0.9678
56531	Homo sapiens	GSM1663109	H3K27me3	HT1080	None	Connective Tissue	37.0	0.6954	0.993	124.0	0.00098	0.6068965517239999
56532	Homo sapiens	GSM1663110	H3K27me3	HT1080	None	Connective Tissue	37.0	0.6829999999999999	0.9940000000000001	31.0	0.0008880000000000001	0.7181818181820001
56536	Homo sapiens	GSM1664956	H3K27ac	MSTO	None	None	38.0	0.7311	0.991	2445.0	0.17278025	0.9682
56550	Homo sapiens	GSM1670701	H3K4me3	HuCCT1	None	None	37.0	0.6922	0.91	9317.0	0.62666325	0.978
56551	Homo sapiens	GSM1670702	H3K27ac	HuCCT1	None	None	38.0	0.7846	0.986	2669.0	0.20669200000000001	0.9682
56552	Homo sapiens	GSM1670703	H3K27ac	HuCCT1	None	None	38.0	0.7996	0.9840000000000001	5972.0	0.34702175	0.9652
56553	Homo sapiens	GSM1670704	H3K4me1	HuCCT1	None	None	38.0	0.7436	0.9740000000000001	389.0	0.21980925	0.873
56554	Homo sapiens	GSM1670705	H3K4me1	HuCCT1	None	None	38.0	0.8235	0.9890000000000001	192.0	0.130161	0.8002
56569	Homo sapiens	GSM1670895	H3K4me3	HepG2	Epithelium	Liver	38.0		0.9159999999999999	3337.0	0.4389165	0.9548
56571	Homo sapiens	GSM1670897	H3K27ac	HepG2	Epithelium	Liver	38.0	0.9318	0.88	2118.0	0.3692475	0.9586
56581	Homo sapiens	GSM1670907	H3K4me3	None	Hepatocyte	Liver	37.0	0.3367	0.98	2.0	0.00237996460956	0.910994764398
56582	Homo sapiens	GSM1670908	H3K27ac	None	Hepatocyte	Liver	36.0	0.3519	0.986	1.0	0.000115125291071	1.0
56583	Homo sapiens	GSM1670909	H3K36me3	None	Hepatocyte	Liver	36.0	0.7647	0.99	5.0	0.00192555021404	0.545454545455
56584	Homo sapiens	GSM1670910	H3K122ac	None	Hepatocyte	Liver	36.0	0.5913	0.985	1.0	0.00034549151311100005	0.75
56585	Homo sapiens	GSM1670911	H3K27me3	None	Hepatocyte	Liver	36.0	0.7973	0.9890000000000001	4.0	0.0009333803090930001	0.555555555556
56588	Homo sapiens	GSM1670914	H3K4me3	None	None	Liver	35.0	0.2243	0.976	22.0	0.0197474554894	0.951181102362
56589	Homo sapiens	GSM1670915	H3K27ac	None	None	Liver	35.0	0.45299999999999996	0.9890000000000001	18.0	0.00200278426997	0.733333333333
56590	Homo sapiens	GSM1670916	H3K36me3	None	None	Liver	35.0	0.5924	0.99	11.0	0.0037922424228200003	0.41176470588200004
56591	Homo sapiens	GSM1670917	H3K122ac	None	None	Liver	35.0	0.5488	0.978	40.0	0.0283280788594	0.9491725768320001
